DataSource,Area,DatasetType,Period,Season,VariableName,VariableUnit,VariableValue
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2016,Wi,sea surface temperature,°C,7.7
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2016,Sp,sea surface temperature,°C,10.2
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2016,Su,sea surface temperature,°C,14.2
MINI,02. (CLYDE) MILLPORT           ,Data for Year,2016,Au,sea surface temperature,°C,11.5
MINI,03. (ARGYLL) TIREE             ,Data for Year,2016,Wi,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2016,Sp,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2016,Su,sea surface temperature,°C,-99
MINI,03. (ARGYLL) TIREE             ,Data for Year,2016,Au,sea surface temperature,°C,-99
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2016,Wi,sea surface temperature,°C,7.7
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2016,Sp,sea surface temperature,°C,10.5
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2016,Su,sea surface temperature,°C,14
MINI,04. (WEST HIGHLANDS) ARDTOE    ,Data for Year,2016,Au,sea surface temperature,°C,11.1
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2016,Wi,sea surface temperature,°C,8
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2016,Sp,sea surface temperature,°C,10.1
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2016,Su,sea surface temperature,°C,13.8
MINI,04. (WEST HIGHLANDS) MALLAIG   ,Data for Year,2016,Au,sea surface temperature,°C,11.6
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2016,Wi,sea surface temperature,°C,8
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2016,Sp,sea surface temperature,°C,9.3
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2016,Su,sea surface temperature,°C,12.7
MINI,04. (WEST HIGHLANDS) LOCH EWE  ,Data for Year,2016,Au,sea surface temperature,°C,11.1
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2016,Wi,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2016,Sp,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2016,Su,sea surface temperature,°C,-99
MINI,05. (OUTER HEBRIDES) LOCH MADDY,Data for Year,2016,Au,sea surface temperature,°C,11.4
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Wi,sea surface temperature,°C,6.3
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Sp,sea surface temperature,°C,9.1
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Su,sea surface temperature,°C,13.6
MINI,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Au,sea surface temperature,°C,10
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2016,Wi,sea surface temperature,°C,7.4
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2016,Sp,sea surface temperature,°C,8.9
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2016,Su,sea surface temperature,°C,12
MINI,08. (SHETLAND ISLES) FAIR ISLE ,Data for Year,2016,Au,sea surface temperature,°C,10.6
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Wi,sea surface temperature,°C,6.2
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Sp,sea surface temperature,°C,9.3
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Su,sea surface temperature,°C,12.9
MINI,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Au,sea surface temperature,°C,9.3
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2016,Wi,sea surface temperature,°C,6
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2016,Sp,sea surface temperature,°C,-99
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2016,Su,sea surface temperature,°C,-99
MINI,09. (MORAY FIRTH) CROMARTY     ,Data for Year,2016,Au,sea surface temperature,°C,-99
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2016,Wi,sea surface temperature,°C,6.5
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2016,Sp,sea surface temperature,°C,9
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2016,Su,sea surface temperature,°C,12.9
MINI,10. (NORTH EAST) EAST COAST    ,Data for Year,2016,Au,sea surface temperature,°C,10.1
MINIP,02. (CLYDE) MILLPORT           ,Dataset Average,1900-2016,Wi,sea surface temperature,°C,7.2
MINIP,02. (CLYDE) MILLPORT           ,Dataset Average,1900-2016,Sp,sea surface temperature,°C,9.4
MINIP,02. (CLYDE) MILLPORT           ,Dataset Average,1900-2016,Su,sea surface temperature,°C,13.3
MINIP,02. (CLYDE) MILLPORT           ,Dataset Average,1900-2016,Au,sea surface temperature,°C,10.4
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Dataset Average,1900-2016,Wi,sea surface temperature,°C,7
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Dataset Average,1900-2016,Sp,sea surface temperature,°C,8.8
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Dataset Average,1900-2016,Su,sea surface temperature,°C,11.7
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Dataset Average,1900-2016,Au,sea surface temperature,°C,9.7
MINIP,10. (NORTH EAST) PETERHEAD     ,Dataset Average,1900-2016,Wi,sea surface temperature,°C,6.2
MINIP,10. (NORTH EAST) PETERHEAD     ,Dataset Average,1900-2016,Sp,sea surface temperature,°C,8.9
MINIP,10. (NORTH EAST) PETERHEAD     ,Dataset Average,1900-2016,Su,sea surface temperature,°C,12.8
MINIP,10. (NORTH EAST) PETERHEAD     ,Dataset Average,1900-2016,Au,sea surface temperature,°C,9.9
MINIP,02. (CLYDE) MILLPORT           ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7.3
MINIP,02. (CLYDE) MILLPORT           ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.9
MINIP,02. (CLYDE) MILLPORT           ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13.9
MINIP,02. (CLYDE) MILLPORT           ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.9
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,8.8
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Climatological Average,1981-2010,Su,sea surface temperature,°C,11.8
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Climatological Average,1981-2010,Au,sea surface temperature,°C,9.8
MINIP,10. (NORTH EAST) PETERHEAD     ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,6.2
MINIP,10. (NORTH EAST) PETERHEAD     ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,8.9
MINIP,10. (NORTH EAST) PETERHEAD     ,Climatological Average,1981-2010,Su,sea surface temperature,°C,12.8
MINIP,10. (NORTH EAST) PETERHEAD     ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10
MINIP,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.5
MINIP,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.1
MINIP,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Su,sea surface temperature,°C,14
MINIP,02. (CLYDE) MILLPORT           ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.8
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.5
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,8.7
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Decadal Average,2006-2015,Su,sea surface temperature,°C,11.6
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Decadal Average,2006-2015,Au,sea surface temperature,°C,9.8
MINIP,10. (NORTH EAST) PETERHEAD     ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.6
MINIP,10. (NORTH EAST) PETERHEAD     ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9
MINIP,10. (NORTH EAST) PETERHEAD     ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.2
MINIP,10. (NORTH EAST) PETERHEAD     ,Decadal Average,2006-2015,Au,sea surface temperature,°C,9.9
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2015,Wi,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2015,Sp,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2015,Su,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2015,Au,sea surface temperature,°C,-99
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2016,Wi,sea surface temperature,°C,7.7
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2016,Sp,sea surface temperature,°C,10.2
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2016,Su,sea surface temperature,°C,14.2
MINIP,02. (CLYDE) MILLPORT           ,Data for Year,2016,Au,sea surface temperature,°C,11.5
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2016,Wi,sea surface temperature,°C,7.4
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2016,Sp,sea surface temperature,°C,8.9
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2016,Su,sea surface temperature,°C,-99
MINIP,08. (SHETLAND ISLES) FAIRISLE  ,Data for Year,2016,Au,sea surface temperature,°C,10.6
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2016,Wi,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2016,Sp,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2016,Su,sea surface temperature,°C,-99
MINIP,10. (NORTH EAST) PETERHEAD     ,Data for Year,2016,Au,sea surface temperature,°C,-99
HADISST,01. SOLWAY                     ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,8.2
HADISST,01. SOLWAY                     ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,10
HADISST,01. SOLWAY                     ,Dataset Average,1893-2016,Su,sea surface temperature,°C,14
HADISST,01. SOLWAY                     ,Dataset Average,1893-2016,Au,sea surface temperature,°C,11.7
HADISST,02. CLYDE                      ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,8.3
HADISST,02. CLYDE                      ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9.9
HADISST,02. CLYDE                      ,Dataset Average,1893-2016,Su,sea surface temperature,°C,13.7
HADISST,02. CLYDE                      ,Dataset Average,1893-2016,Au,sea surface temperature,°C,11.5
HADISST,03. ARGYLL                     ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,8.4
HADISST,03. ARGYLL                     ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9.9
HADISST,03. ARGYLL                     ,Dataset Average,1893-2016,Su,sea surface temperature,°C,13.4
HADISST,03. ARGYLL                     ,Dataset Average,1893-2016,Au,sea surface temperature,°C,11.2
HADISST,04. WEST HIGHLANDS             ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,8.2
HADISST,04. WEST HIGHLANDS             ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9.6
HADISST,04. WEST HIGHLANDS             ,Dataset Average,1893-2016,Su,sea surface temperature,°C,12.9
HADISST,04. WEST HIGHLANDS             ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10.7
HADISST,05. OUTER HEBRIDES             ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,8.5
HADISST,05. OUTER HEBRIDES             ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9.8
HADISST,05. OUTER HEBRIDES             ,Dataset Average,1893-2016,Su,sea surface temperature,°C,12.8
HADISST,05. OUTER HEBRIDES             ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10.6
HADISST,06. NORTH COAST                ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,7.6
HADISST,06. NORTH COAST                ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9.2
HADISST,06. NORTH COAST                ,Dataset Average,1893-2016,Su,sea surface temperature,°C,12.6
HADISST,06. NORTH COAST                ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10.2
HADISST,07. ORKNEY ISLANDS             ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,7.6
HADISST,07. ORKNEY ISLANDS             ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9
HADISST,07. ORKNEY ISLANDS             ,Dataset Average,1893-2016,Su,sea surface temperature,°C,12.3
HADISST,07. ORKNEY ISLANDS             ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10
HADISST,08. SHETLAND ISLES             ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,7.5
HADISST,08. SHETLAND ISLES             ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,8.9
HADISST,08. SHETLAND ISLES             ,Dataset Average,1893-2016,Su,sea surface temperature,°C,12.2
HADISST,08. SHETLAND ISLES             ,Dataset Average,1893-2016,Au,sea surface temperature,°C,9.6
HADISST,09. MORAY FIRTH                ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,7.1
HADISST,09. MORAY FIRTH                ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,9
HADISST,09. MORAY FIRTH                ,Dataset Average,1893-2016,Su,sea surface temperature,°C,12.7
HADISST,09. MORAY FIRTH                ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10.1
HADISST,10. NORTH EAST                 ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,6.7
HADISST,10. NORTH EAST                 ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,8.9
HADISST,10. NORTH EAST                 ,Dataset Average,1893-2016,Su,sea surface temperature,°C,13
HADISST,10. NORTH EAST                 ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10
HADISST,11. FORTH AND TAY              ,Dataset Average,1893-2016,Wi,sea surface temperature,°C,6.6
HADISST,11. FORTH AND TAY              ,Dataset Average,1893-2016,Sp,sea surface temperature,°C,8.9
HADISST,11. FORTH AND TAY              ,Dataset Average,1893-2016,Su,sea surface temperature,°C,13.1
HADISST,11. FORTH AND TAY              ,Dataset Average,1893-2016,Au,sea surface temperature,°C,10
HADISST,01. SOLWAY                     ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,8.4
HADISST,01. SOLWAY                     ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,10.3
HADISST,01. SOLWAY                     ,Climatological Average,1981-2010,Su,sea surface temperature,°C,14.4
HADISST,01. SOLWAY                     ,Climatological Average,1981-2010,Au,sea surface temperature,°C,11.9
HADISST,02. CLYDE                      ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,8.4
HADISST,02. CLYDE                      ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,10.1
HADISST,02. CLYDE                      ,Climatological Average,1981-2010,Su,sea surface temperature,°C,14
HADISST,02. CLYDE                      ,Climatological Average,1981-2010,Au,sea surface temperature,°C,11.6
HADISST,03. ARGYLL                     ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,8.5
HADISST,03. ARGYLL                     ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,10.1
HADISST,03. ARGYLL                     ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13.7
HADISST,03. ARGYLL                     ,Climatological Average,1981-2010,Au,sea surface temperature,°C,11.3
HADISST,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,8.3
HADISST,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.7
HADISST,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13.2
HADISST,04. WEST HIGHLANDS             ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.9
HADISST,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,8.6
HADISST,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,10
HADISST,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13.1
HADISST,05. OUTER HEBRIDES             ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.8
HADISST,06. NORTH COAST                ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7.8
HADISST,06. NORTH COAST                ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.4
HADISST,06. NORTH COAST                ,Climatological Average,1981-2010,Su,sea surface temperature,°C,12.8
HADISST,06. NORTH COAST                ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.4
HADISST,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7.8
HADISST,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.3
HADISST,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Su,sea surface temperature,°C,12.6
HADISST,07. ORKNEY ISLANDS             ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.2
HADISST,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7.7
HADISST,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.1
HADISST,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Su,sea surface temperature,°C,12.5
HADISST,08. SHETLAND ISLES             ,Climatological Average,1981-2010,Au,sea surface temperature,°C,9.8
HADISST,09. MORAY FIRTH                ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7.4
HADISST,09. MORAY FIRTH                ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.2
HADISST,09. MORAY FIRTH                ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13
HADISST,09. MORAY FIRTH                ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.4
HADISST,10. NORTH EAST                 ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,7.1
HADISST,10. NORTH EAST                 ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.2
HADISST,10. NORTH EAST                 ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13.3
HADISST,10. NORTH EAST                 ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.3
HADISST,11. FORTH AND TAY              ,Climatological Average,1981-2010,Wi,sea surface temperature,°C,6.9
HADISST,11. FORTH AND TAY              ,Climatological Average,1981-2010,Sp,sea surface temperature,°C,9.2
HADISST,11. FORTH AND TAY              ,Climatological Average,1981-2010,Su,sea surface temperature,°C,13.5
HADISST,11. FORTH AND TAY              ,Climatological Average,1981-2010,Au,sea surface temperature,°C,10.3
HADISST,01. SOLWAY                     ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.5
HADISST,01. SOLWAY                     ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.5
HADISST,01. SOLWAY                     ,Decadal Average,2006-2015,Su,sea surface temperature,°C,14.6
HADISST,01. SOLWAY                     ,Decadal Average,2006-2015,Au,sea surface temperature,°C,12.2
HADISST,02. CLYDE                      ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.5
HADISST,02. CLYDE                      ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.3
HADISST,02. CLYDE                      ,Decadal Average,2006-2015,Su,sea surface temperature,°C,14.1
HADISST,02. CLYDE                      ,Decadal Average,2006-2015,Au,sea surface temperature,°C,12
HADISST,03. ARGYLL                     ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.6
HADISST,03. ARGYLL                     ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.3
HADISST,03. ARGYLL                     ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.8
HADISST,03. ARGYLL                     ,Decadal Average,2006-2015,Au,sea surface temperature,°C,11.7
HADISST,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.6
HADISST,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.1
HADISST,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.3
HADISST,04. WEST HIGHLANDS             ,Decadal Average,2006-2015,Au,sea surface temperature,°C,11.2
HADISST,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.9
HADISST,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,10.3
HADISST,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.3
HADISST,05. OUTER HEBRIDES             ,Decadal Average,2006-2015,Au,sea surface temperature,°C,11.1
HADISST,06. NORTH COAST                ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.1
HADISST,06. NORTH COAST                ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.7
HADISST,06. NORTH COAST                ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.1
HADISST,06. NORTH COAST                ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.8
HADISST,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,8.1
HADISST,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.6
HADISST,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.9
HADISST,07. ORKNEY ISLANDS             ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.6
HADISST,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.9
HADISST,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.5
HADISST,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.9
HADISST,08. SHETLAND ISLES             ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.2
HADISST,09. MORAY FIRTH                ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.7
HADISST,09. MORAY FIRTH                ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.6
HADISST,09. MORAY FIRTH                ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.3
HADISST,09. MORAY FIRTH                ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.8
HADISST,10. NORTH EAST                 ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.4
HADISST,10. NORTH EAST                 ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.5
HADISST,10. NORTH EAST                 ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.7
HADISST,10. NORTH EAST                 ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.8
HADISST,11. FORTH AND TAY              ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.2
HADISST,11. FORTH AND TAY              ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.6
HADISST,11. FORTH AND TAY              ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.8
HADISST,11. FORTH AND TAY              ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.7
HADISST,01. SOLWAY                     ,Data for Year,2015,Wi,sea surface temperature,°C,-99
HADISST,01. SOLWAY                     ,Data for Year,2015,Sp,sea surface temperature,°C,-99
HADISST,01. SOLWAY                     ,Data for Year,2015,Su,sea surface temperature,°C,-99
HADISST,01. SOLWAY                     ,Data for Year,2015,Au,sea surface temperature,°C,-99
HADISST,02. CLYDE                      ,Data for Year,2015,Wi,sea surface temperature,°C,-99
HADISST,02. CLYDE                      ,Data for Year,2015,Sp,sea surface temperature,°C,-99
HADISST,02. CLYDE                      ,Data for Year,2015,Su,sea surface temperature,°C,-99
HADISST,02. CLYDE                      ,Data for Year,2015,Au,sea surface temperature,°C,-99
HADISST,03. ARGYLL                     ,Data for Year,2015,Wi,sea surface temperature,°C,-99
HADISST,03. ARGYLL                     ,Data for Year,2015,Sp,sea surface temperature,°C,-99
HADISST,03. ARGYLL                     ,Data for Year,2015,Su,sea surface temperature,°C,-99
HADISST,03. ARGYLL                     ,Data for Year,2015,Au,sea surface temperature,°C,-99
HADISST,04. WEST HIGHLANDS             ,Data for Year,2015,Wi,sea surface temperature,°C,-99
HADISST,04. WEST HIGHLANDS             ,Data for Year,2015,Sp,sea surface temperature,°C,-99
HADISST,04. WEST HIGHLANDS             ,Data for Year,2015,Su,sea surface temperature,°C,-99
HADISST,04. WEST HIGHLANDS             ,Data for Year,2015,Au,sea surface temperature,°C,-99
